source,target,color
201282,203540,8
201282,205330,8
201282,205340,8
201282,206294,8
204447,204448,8
204447,205318,8
204447,207166,8
204447,207152,6
204447,202479,8
204447,202492,8
204447,205319,8
204447,206258,8
204447,207167,8
204447,209961,8
204447,210877,8
204447,207168,8
204447,198003,8
204447,204437,8
204447,198004,8
204447,198015,8
204447,198016,8
204447,199079,8
204447,199080,8
204447,199106,8
204447,205306,8
204447,199107,8
204447,203490,8
204447,203499,8
204447,203489,8
204447,207183,8
204448,205318,8
204448,207166,8
204448,207152,6
204448,205341,8
204448,202479,8
204448,202492,8
204448,202493,8
204448,203500,8
204448,204438,8
204448,205319,8
204448,205329,8
204448,206258,8
204448,206271,8
204448,207167,8
204448,210877,8
204448,204460,8
204448,207168,8
204448,196976,10
204448,204428,8
204448,201283,8
204448,203511,8
204448,203524,8
204448,202494,8
204448,204437,8
204448,206240,8
204448,205320,8
204448,199106,8
204448,202508,8
204448,205306,8
204448,199107,8
204448,201301,8
204448,201319,8
204448,201269,8
204448,201302,8
204448,205330,8
204448,202471,8
204448,203490,8
204448,203499,8
204448,202593,10
204448,202607,10
204448,203489,8
204448,207183,8
205318,207166,8
205318,207152,6
205318,205341,8
205318,202479,8
205318,202492,8
205318,202493,8
205318,203500,8
205318,204438,8
205318,205319,8
205318,205329,8
205318,206258,8
205318,206271,8
205318,207167,8
205318,209961,8
205318,210877,8
205318,207168,8
205318,201283,8
205318,203511,8
205318,203524,8
205318,198003,8
205318,202494,8
205318,204437,8
205318,198004,8
205318,198015,8
205318,198016,8
205318,199079,8
205318,199080,8
205318,206240,8
205318,205320,8
205318,199106,8
205318,202508,8
205318,205306,8
205318,199107,8
205318,201301,8
205318,201319,8
205318,201302,8
205318,202471,8
205318,203490,8
205318,203499,8
205318,203489,8
205318,207183,8
209960,204460,8
209960,207138,6
209960,207150,6
209960,210100,13
209960,211840,13
209960,211854,13
209960,212691,13
209960,211843,13
209960,211842,13
209960,211850,13
209960,211851,13
209960,212692,13
196974,196981,10
196974,195952,10
196974,196982,10
196974,196983,10
196974,196988,10
196974,196991,10
196974,197006,10
196974,195953,10
196974,195966,10
196974,195967,10
196974,195968,10
196974,197002,10
196974,197003,10
196974,197004,10
196974,195978,10
196974,197017,10
196974,195979,19
196974,208163,8
196974,209083,6
196974,211702,8
196974,213455,12
196974,213467,12
196974,196976,10
196974,203544,10
196981,195952,10
196981,196983,10
196981,196991,10
196981,197006,10
196981,195953,10
196981,196990,10
196981,197001,10
196981,195966,10
196981,195967,10
196981,195968,10
196981,197002,10
196981,197003,10
196981,197004,10
196981,195978,10
196981,197017,10
196981,195979,19
196981,196976,10
196981,203561,17
196981,203540,17
196981,203544,10
196981,207239,17
196981,207240,17
196981,208225,17
207166,207152,6
207166,213508,6
207166,213523,6
207166,202531,8
207166,204473,8
207166,207184,8
207166,205341,8
207166,202479,8
207166,202492,8
207166,203500,8
207166,204438,8
207166,205319,8
207166,205329,8
207166,205352,8
207166,205353,8
207166,206258,8
207166,206271,8
207166,206273,8
207166,207167,8
207166,208130,8
207166,208146,8
207166,203539,8
207166,204460,8
207166,204472,8
207166,209987,8
207166,202472,8
207166,204428,8
207166,202530,8
207166,203511,8
207166,203524,8
207166,203525,8
207166,204437,8
207166,207149,6
207166,201285,8
207166,200112,6
207166,201235,6
207166,205320,8
207166,202508,8
207166,203541,8
207166,205306,8
207166,201304,8
207166,201303,8
207166,206272,8
207166,206283,8
207166,202551,8
207166,203540,8
207166,201301,8
207166,201319,8
207166,203523,8
207166,204459,8
207166,201322,6
207166,201323,6
207166,205330,8
207166,205340,8
207166,203512,8
207166,207100,8
207166,207183,8
207166,209984,6
207166,210895,6
207166,211717,6
207166,211724,6
207166,212581,6
207166,213524,6
195952,196982,10
195952,196983,10
195952,196991,10
195952,197006,10
195952,195953,10
195952,196990,10
195952,197001,10
195952,195966,10
195952,195967,10
195952,195968,10
195952,195978,10
195952,195979,19
195952,196976,10
195952,202471,8
195952,201376,10
195952,201377,10
195952,201387,10
195952,201388,10
195952,202557,10
195952,202594,10
195952,205390,10
195952,206308,10
195952,206309,10
196982,196983,10
196982,196991,10
196982,197006,10
196982,195953,10
196982,196990,10
196982,197001,10
196982,195966,10
196982,195967,10
196982,195968,10
196982,197002,10
196982,197003,10
196982,197004,10
196982,195978,10
196982,197017,10
196982,195979,19
196982,198003,10
196982,198004,10
196982,198015,10
196982,198016,10
196982,199079,10
196982,199080,10
196982,203561,17
196982,203540,17
196982,211754,19
196982,210929,19
196982,211746,19
196983,196988,10
196983,196991,10
196983,208113,10
196983,195913,10
196983,197006,10
196983,197960,10
196983,195926,10
196983,195953,10
196983,196990,10
196983,202532,10
196983,202552,10
196983,202553,10
196983,195966,10
196983,197952,10
196983,196976,10
196983,207181,10
196983,207182,10
196988,196991,10
196988,197006,10
196988,195953,10
196988,196990,10
196988,197001,10
196988,195966,10
196988,195967,10
196988,195968,10
196988,195978,10
196988,195979,19
196988,198003,10
196988,198004,10
196988,198015,10
196988,198016,10
196988,199079,10
196988,199080,10
196988,203561,17
196988,203540,17
196988,211754,19
196988,210929,19
196988,211746,19
196991,208113,10
196991,195913,10
196991,197006,10
196991,197960,10
196991,195926,10
196991,195953,10
196991,196990,10
196991,202532,10
196991,202552,10
196991,202553,10
196991,195966,10
196991,197952,10
196991,196976,10
196991,207181,10
196991,207182,10
206269,208144,12
206269,207165,12
206269,208143,12
206269,207181,12
206269,207182,12
206269,206254,1
206269,206268,15
206269,210969,15
206269,209984,15
206269,212616,1
206269,212615,1
206269,213555,1
206270,208144,6
206270,206238,6
206270,207149,6
206270,207164,6
206270,207165,6
206270,208143,6
206270,207181,6
206270,207182,6
206270,214486,1
206270,211755,15
206270,212616,1
206270,212615,1
206270,213555,1
206281,208144,12
206281,207165,12
206281,208143,12
206281,207181,12
206281,207182,12
206281,206254,1
206281,206268,15
206281,210969,15
206281,209984,15
206281,212616,1
206281,212615,1
206281,213555,1
206282,208144,6
206282,206238,6
206282,207149,6
206282,207164,6
206282,207165,6
206282,208143,6
206282,207181,6
206282,207182,6
206282,214486,1
206282,211755,15
206282,212616,1
206282,212615,1
206282,213555,1
207152,208125,6
207152,208126,6
207152,208144,6
207152,206258,6
207152,205290,6
207152,207168,6
207152,205305,6
207152,207137,6
207152,207138,6
207152,207150,6
207152,206223,6
207152,206224,6
207152,206238,6
207152,207149,6
207152,206239,6
207152,206240,6
207152,207164,6
207152,207165,6
207152,208143,6
207152,205306,6
207152,207181,6
207152,207182,6
207152,210969,15
207152,212627,15
207152,207183,6
207152,210954,15
208113,204473,8
208113,207184,8
208113,205341,8
208113,205319,8
208113,205329,8
208113,205352,8
208113,206271,8
208113,208131,8
208113,208146,8
208113,204472,8
208113,207185,8
208113,208162,8
208113,208163,8
208113,208147,8
208113,202472,8
208113,208149,24
208113,203437,8
208113,203511,8
208113,203524,8
208113,202494,8
208113,202509,8
208113,203525,8
208113,202508,8
208113,202513,24
208113,207201,24
208113,201341,24
208113,202536,24
208113,202556,24
208113,203561,8
208113,200206,8
208113,200217,24
208113,200218,8
208113,201340,24
208113,201375,24
208113,206272,8
208113,206283,8
208113,202535,24
208113,203542,24
208113,204483,8
208113,201322,24
208113,202514,24
208113,205330,8
208113,205340,8
208113,201321,24
208113,203543,24
208113,205230,17
208113,205231,17
208113,207105,17
208113,207100,8
208125,208144,6
208125,209047,6
208125,206258,6
208125,209961,6
208125,210877,6
208125,207168,6
208125,205305,6
208125,207137,6
208125,200134,6
208125,204437,6
208125,206223,6
208125,206224,6
208125,206238,6
208125,207149,6
208125,200158,6
208125,199092,6
208125,206239,6
208125,207164,6
208125,207165,6
208125,208143,6
208125,199105,6
208125,200126,6
208125,206255,6
208125,200171,6
208125,200173,6
208125,201284,6
208125,207151,6
208125,207181,6
208125,207182,6
208125,207183,6
208125,209984,6
208125,211717,6
208125,212572,6
208126,208144,6
208126,209047,6
208126,206258,6
208126,209961,6
208126,210877,6
208126,207168,6
208126,205305,6
208126,207137,6
208126,200134,6
208126,204437,6
208126,206223,6
208126,206224,6
208126,206238,6
208126,207149,6
208126,200158,6
208126,199092,6
208126,206239,6
208126,207164,6
208126,207165,6
208126,208143,6
208126,199105,6
208126,200126,6
208126,206255,6
208126,200171,6
208126,200173,6
208126,201284,6
208126,207151,6
208126,207181,6
208126,207182,6
208126,207183,6
208126,209984,6
208126,211717,6
208126,212572,6
208132,197020,10
208132,202531,8
208132,204473,8
208132,207184,8
208132,205341,8
208132,206285,8
208132,202493,8
208132,205352,8
208132,205353,8
208132,206258,8
208132,206271,8
208132,208146,8
208132,207185,8
208132,208162,8
208132,208163,8
208132,207168,8
208132,208147,8
208132,208149,24
208132,199036,5
208132,199037,5
208132,203511,8
208132,205366,8
208132,206284,8
208132,206293,8
208132,202508,8
208132,202513,24
208132,207201,24
208132,203561,8
208132,201340,24
208132,206272,8
208132,202551,8
208132,203540,8
208132,203542,24
208132,204483,8
208132,201269,8
208132,201322,24
208132,202514,24
208132,201321,24
208132,207109,24
208132,207100,8
208132,207183,8
208133,197020,10
208133,196990,10
208133,197001,10
208133,206271,24
208133,198003,10
208133,209102,24
208133,198004,10
208133,198015,10
208133,198016,10
208133,208165,24
208133,208182,24
208133,209119,24
208133,199079,10
208133,199080,10
208133,201245,24
208133,201256,24
208133,201257,24
208133,202512,24
208133,202513,24
208133,201341,24
208133,203561,24
208133,206272,24
208133,203540,24
208133,201357,24
208133,202590,24
208133,202591,24
208133,202593,10
208133,202605,24
208133,202606,24
208133,202607,10
208133,203562,24
208133,203591,24
208133,204532,24
208133,207215,24
208133,207222,24
208133,207223,24
208133,208164,24
208133,208196,24
208133,208210,24
208133,208213,24
208133,208214,24
208133,209154,24
208144,197006,10
208144,197020,10
208144,197960,10
208144,195926,10
208144,197002,10
208144,201220,6
208144,208146,10
208144,197969,10
208144,197943,10
208144,197951,10
208144,197952,10
208144,205305,6
208144,207137,6
208144,208147,10
208144,199036,6
208144,199037,6
208144,200134,6
208144,206223,6
208144,206224,6
208144,206238,6
208144,200158,6
208144,207164,6
208144,199105,6
208144,200112,6
208144,200126,6
208144,201235,6
208144,206255,6
208144,200171,6
208144,200173,6
208144,201322,6
208144,201323,6
208144,201284,6
208144,202405,12
208144,203423,12
208144,202398,12
208144,210064,6
208144,206254,6
208144,203419,6
208144,211771,12
208144,211782,12
208144,212676,12
208144,212696,12
208144,212697,12
208144,213593,12
208144,209975,12
208144,210076,12
208144,210940,12
208144,211754,12
208144,211762,12
208144,213521,6
208144,213537,6
208144,213538,6
208144,213554,6
208144,213585,12
208144,213586,12
208144,214520,12
208144,209984,6
208144,211717,6
209047,195953,10
209047,195966,10
209047,197002,10
209047,197952,10
209047,198003,10
209047,198004,10
209047,200159,6
209047,199079,10
209047,207164,6
209047,206255,6
209047,205230,9
209047,205231,9
209047,205368,9
209047,205386,9
209047,206295,9
209047,206304,9
210868,197006,10
210868,205341,8
210868,195966,10
210868,195968,10
210868,195978,10
210868,197017,10
210868,206271,8
210868,207167,8
210868,208130,8
210868,209084,10
210868,195979,19
210868,195980,8
210868,197018,8
210868,197019,8
210868,197028,8
210868,207209,15
210868,198002,8
210868,199092,10
210868,201302,8
210868,207208,15
210868,208191,15
210868,212694,15
213508,207168,6
213508,205305,6
213508,207137,6
213508,213453,1
213508,212693,1
213508,213609,1
213508,209163,23
213508,209181,23
213508,211023,13
213508,211007,13
213508,212616,1
213508,212580,1
213508,212589,1
213508,213492,1
213508,213509,1
213508,213493,1
213508,213540,1
213508,214430,1
213508,214431,1
213508,214447,1
213508,214448,1
213508,213491,1
213508,214415,1
213508,214429,1
213508,214446,1
213508,214397,1
213508,214416,1
213523,207168,6
213523,205305,6
213523,207137,6
213523,213453,1
213523,212693,1
213523,213609,1
213523,209163,23
213523,209181,23
213523,211023,13
213523,211007,13
213523,212616,1
213523,212580,1
213523,212589,1
213523,213492,1
213523,213509,1
213523,213493,1
213523,213540,1
213523,214430,1
213523,214431,1
213523,214447,1
213523,214448,1
213523,213491,1
213523,214415,1
213523,214429,1
213523,214446,1
213523,214397,1
213523,214416,1
195913,197006,10
195913,197020,10
195913,197960,10
195913,202531,10
195913,204473,10
195913,208096,10
195913,196976,10
195913,201387,10
195913,201388,10
195913,202594,10
197006,195926,10
197006,195953,10
197006,196990,10
197006,195966,10
197006,195967,10
197006,195968,10
197006,197002,10
197006,197003,10
197006,197004,10
197006,195978,10
197006,197017,10
197006,197988,10
197006,197999,10
197006,198000,10
197006,196961,10
197006,197972,10
197006,197978,10
197006,199030,10
197006,199031,10
197006,199039,10
197006,199045,10
197006,200120,10
197006,200127,10
197006,196976,10
197006,213453,10
197006,206239,10
197006,207165,10
197006,208143,10
197006,205226,10
197006,207181,10
197006,207182,10
197006,206268,10
197006,207179,10
197006,207180,10
197020,195926,10
197020,196990,10
197020,197001,10
197020,202552,10
197020,197002,10
197020,209074,10
197020,197970,5
197020,197988,10
197020,197999,10
197020,198000,10
197020,199055,5
197020,199066,5
197020,207185,10
197020,209120,5
197020,196961,10
197020,197972,10
197020,197978,10
197020,199030,10
197020,199031,10
197020,199039,10
197020,199045,10
197020,200120,10
197020,200127,10
197020,196976,10
197020,202472,10
197020,208148,10
197020,209986,5
197020,205321,10
197020,206239,10
197020,207165,10
197020,208143,10
197020,205226,10
197020,207181,10
197020,207182,10
197020,206268,10
197020,207179,10
197020,207180,10
197960,195926,10
197960,197976,10
197960,197986,10
197960,199054,10
197960,196961,10
197960,197952,10
197960,197972,10
197960,197978,10
197960,199030,10
197960,199031,10
197960,199039,10
197960,199045,10
197960,200120,10
197960,200127,10
197960,198003,10
197960,198004,10
197960,198015,10
197960,198016,10
197960,199079,10
197960,199080,10
197960,207165,10
197960,208143,10
197960,200174,2
197960,200192,2
197960,200193,2
197960,201344,2
197960,201387,10
197960,201388,10
197960,202594,10
197960,203544,10
197960,207181,10
197960,207182,10
202531,195926,10
202531,207199,8
202531,206285,8
202531,201268,8
202531,202479,8
202531,202492,8
202531,203500,8
202531,204438,8
202531,205352,8
202531,205353,8
202531,206258,8
202531,206271,8
202531,206273,8
202531,207167,8
202531,203539,8
202531,204472,8
202531,207185,8
202531,207168,8
202531,205305,8
202531,202472,8
202531,204428,8
202531,198003,8
202531,204437,8
202531,205366,8
202531,206223,8
202531,206224,8
202531,206284,8
202531,206293,8
202531,198004,8
202531,198015,8
202531,198016,8
202531,199079,8
202531,199080,8
202531,199106,8
202531,203541,8
202531,199107,8
202531,203561,8
202531,206283,8
202531,202551,8
202531,203540,8
202531,201301,8
202531,201319,8
202531,207198,8
202531,201269,8
202531,206168,8
202531,201302,8
202531,205330,8
202531,205340,8
202531,202471,8
202531,203490,8
202531,203499,8
202531,203489,8
202531,204522,9
202531,204533,9
202531,204534,9
202531,205368,9
202531,205386,9
202531,205401,9
202531,205402,9
202531,206294,8
202531,206295,9
202531,206304,9
202531,206324,9
202531,207183,8
202531,208164,8
204473,195926,10
204473,207199,8
204473,202552,8
204473,206285,8
204473,202479,8
204473,202492,8
204473,205352,8
204473,205353,8
204473,206258,8
204473,206271,8
204473,206273,8
204473,207167,8
204473,208130,8
204473,208131,8
204473,208146,8
204473,195980,8
204473,203539,8
204473,204460,8
204473,204472,8
204473,207185,8
204473,208162,8
204473,207168,8
204473,208147,8
204473,196976,10
204473,202472,8
204473,202530,8
204473,208148,8
204473,197018,8
204473,197019,8
204473,197028,8
204473,203511,8
204473,203524,8
204473,198002,8
204473,202509,8
204473,203525,8
204473,204437,8
204473,205366,8
204473,206284,8
204473,206293,8
204473,200158,8
204473,199091,8
204473,199106,8
204473,202508,8
204473,199107,8
204473,203561,8
204473,206272,8
204473,206283,8
204473,200207,8
204473,202551,8
204473,203540,8
204473,200208,8
204473,201269,8
204473,203523,8
204473,205330,8
204473,205340,8
204473,201284,8
204473,203490,8
204473,201360,8
204473,203499,8
204473,203489,8
204473,203510,8
204473,203562,8
204473,206294,8
204473,207183,8
204473,207222,24
204473,207223,24
204473,208164,8
204473,208212,24
204473,208223,24
204473,208224,24
208096,195926,10
208096,195966,10
208096,195967,10
208096,206258,8
208096,207167,8
208096,206254,6
208096,207183,8
195926,207184,10
195926,202472,10
195926,207165,10
195926,208143,10
195926,201269,10
195926,201387,10
195926,201388,10
195926,202594,10
195926,204523,10
195926,205370,10
195926,207181,10
195926,207182,10
207184,207199,8
207184,207200,8
207184,202532,8
207184,202552,8
207184,202553,8
207184,206285,8
207184,202479,8
207184,202492,8
207184,206258,8
207184,206273,8
207184,207167,8
207184,208130,8
207184,208131,8
207184,208146,8
207184,209961,8
207184,210877,8
207184,195980,8
207184,207185,8
207184,207168,8
207184,208147,8
207184,202472,8
207184,208148,8
207184,197018,8
207184,197019,8
207184,197028,8
207184,199037,5
207184,199044,5
207184,198002,8
207184,198003,8
207184,200135,5
207184,204437,8
207184,205366,8
207184,206284,8
207184,206293,8
207184,198004,8
207184,198015,8
207184,198016,8
207184,199079,8
207184,199080,8
207184,202534,24
207184,203561,8
207184,206283,8
207184,203540,8
207184,201269,8
207184,201284,8
207184,202554,8
207184,206294,8
207184,207183,8
195953,196990,10
195953,205341,8
195953,207200,8
195953,208114,10
195953,210894,19
195953,197001,10
195953,195966,10
195953,195967,10
195953,195968,10
195953,195978,10
195953,195979,19
195953,202471,8
195953,205390,10
195953,206308,10
195953,206309,10
196990,195966,10
196990,195967,10
196990,195968,10
196990,197003,10
196990,197004,10
196990,195978,10
196990,197017,10
196990,202479,8
196990,206271,8
196990,195979,19
196990,195980,8
196990,197970,8
196990,197976,10
196990,209978,10
196990,202530,8
196990,197016,8
196990,197018,8
196990,197019,8
196990,197028,8
196990,198002,8
196990,202471,8
196990,205390,10
196990,206308,10
196990,206309,10
205341,207199,8
205341,202552,8
205341,202553,8
205341,195966,8
205341,206285,8
205341,202479,8
205341,202492,8
205341,205319,8
205341,205329,8
205341,205352,8
205341,205353,8
205341,206258,8
205341,206271,8
205341,206273,8
205341,207167,8
205341,208130,8
205341,208131,8
205341,208146,8
205341,203539,8
205341,204460,8
205341,204472,8
205341,207185,8
205341,208162,8
205341,207168,8
205341,208147,8
205341,202472,8
205341,204428,8
205341,202530,8
205341,208148,8
205341,203511,8
205341,203524,8
205341,198003,8
205341,202509,8
205341,203525,8
205341,204437,8
205341,205366,8
205341,206284,8
205341,206293,8
205341,198004,8
205341,198015,8
205341,198016,8
205341,199079,8
205341,199080,8
205341,199105,8
205341,202508,8
205341,200173,8
205341,202534,24
205341,203561,8
205341,206272,8
205341,206283,8
205341,200207,8
205341,202551,8
205341,203540,8
205341,200208,8
205341,201269,8
205341,203523,8
205341,205330,8
205341,205340,8
205341,201284,8
205341,203490,8
205341,201360,8
205341,201376,8
205341,201377,8
205341,203499,8
205341,202557,8
205341,203489,8
205341,203510,8
205341,203562,8
205341,206294,8
205341,207183,8
205341,207222,24
205341,207223,24
205341,208164,8
205341,208212,24
205341,208223,24
205341,208224,24
207199,202493,8
207199,205329,8
207199,205352,8
207199,207167,8
207199,208131,8
207199,208146,8
207199,198000,10
207199,203539,8
207199,204460,8
207199,204472,8
207199,207185,8
207199,208162,8
207199,208163,8
207199,207168,8
207199,208147,8
207199,202472,8
207199,201283,8
207199,203511,8
207199,203524,8
207199,202494,8
207199,202509,8
207199,203525,8
207199,207212,24
207199,201245,24
207199,201256,24
207199,201257,24
207199,202513,24
207199,202534,24
207199,203561,8
207199,200207,8
207199,202535,24
207199,202551,8
207199,203540,8
207199,203542,24
207199,204483,8
207199,200208,8
207199,201269,8
207199,205330,8
207199,205340,8
207199,201284,8
207199,203490,8
207199,203543,24
207199,207109,24
207199,201360,8
207199,204367,17
207199,204375,17
207199,201387,10
207199,201388,10
207199,207105,17
207199,203499,8
207199,202555,24
207199,202594,10
207199,203489,8
207199,203587,24
207199,203588,24
207199,203589,24
207199,204501,24
207199,205220,8
207199,205225,8
207199,205367,24
207199,205368,24
207199,205386,24
207199,206295,24
207199,206304,24
207199,207213,24
207199,207239,24
207199,207240,24
207199,208196,24
207199,208225,24
207200,202552,8
207200,195966,8
207200,201268,8
207200,202493,8
207200,205329,8
207200,207167,8
207200,204460,8
207200,207185,8
207200,208162,8
207200,208163,8
207200,207168,8
207200,208181,24
207200,198003,8
207200,200134,9
207200,207212,24
207200,198004,8
207200,198015,8
207200,198016,8
207200,208165,24
207200,208182,24
207200,199079,8
207200,199080,8
207200,201244,24
207200,201245,24
207200,200207,8
207200,203540,8
207200,200208,8
207200,201255,24
207200,201269,8
207200,202514,24
207200,205330,8
207200,203490,8
207200,201360,8
207200,203499,8
207200,202593,9
207200,202605,24
207200,202606,24
207200,202607,9
207200,203489,8
207200,203587,24
207200,203588,24
207200,203589,24
207200,203591,24
207200,203606,24
207200,203607,24
207200,204501,24
207200,204519,24
207200,205367,24
207200,205368,24
207200,205386,24
207200,206295,24
207200,206304,24
207200,207213,24
208114,195966,10
208114,206285,24
208114,195980,5
208114,197952,10
208114,197018,5
208114,197019,5
208114,197028,5
208114,198002,5
208114,205366,24
208114,206293,24
208114,208165,24
208114,208182,24
208114,209119,24
208114,201341,24
208114,202535,24
208114,206294,24
208114,208164,24
208114,208196,24
208114,208213,24
208114,208214,24
208114,209150,5
208114,209154,24
210894,195966,19
210894,209961,13
210894,210877,13
210894,209131,23
210894,209132,13
210894,211021,13
210894,211029,13
210894,211840,13
210894,211841,13
210894,211855,13
210894,209165,13
210894,209183,13
210894,209184,13
210894,211851,13
210894,211780,13
210894,211796,13
210894,212695,13
197001,195966,10
197001,195967,10
197001,195968,10
197001,197003,10
197001,197004,10
197001,195978,10
197001,197017,10
197001,206271,8
197001,195980,8
197001,197970,8
197001,197976,10
197001,202530,8
197001,197016,8
197001,197018,8
197001,197019,8
197001,197028,8
197001,198002,8
202532,202479,8
202532,202492,8
202532,206258,8
202532,207185,8
202532,208162,8
202532,208163,8
202532,207168,8
202532,205305,8
202532,202472,8
202532,204428,8
202532,204437,8
202532,207212,24
202532,199092,10
202532,205306,8
202532,202551,8
202532,203540,8
202532,201269,8
202532,202471,8
202532,203490,8
202532,203499,8
202532,203489,8
202532,203544,10
202532,203587,24
202532,203588,24
202532,203589,24
202532,204501,24
202532,204532,24
202532,205367,24
202532,205368,24
202532,205386,24
202532,205400,24
202532,206295,24
202532,206304,24
202532,206307,24
202532,206322,24
202532,206323,24
202532,207183,8
202532,207213,24
202532,207225,24
202532,207237,24
202552,206285,8
202552,202479,8
202552,202492,8
202552,202493,8
202552,205352,8
202552,205353,8
202552,206258,8
202552,206271,8
202552,206273,8
202552,208130,8
202552,208146,8
202552,207185,8
202552,208162,8
202552,208163,8
202552,197943,10
202552,197952,10
202552,205305,8
202552,202472,8
202552,204428,8
202552,201283,8
202552,202494,8
202552,204437,8
202552,204484,8
202552,205366,8
202552,206284,8
202552,206293,8
202552,199092,10
202552,203541,8
202552,205306,8
202552,200174,8
202552,203561,8
202552,200206,8
202552,200217,24
202552,200218,8
202552,201375,24
202552,200192,8
202552,200193,8
202552,206272,8
202552,206283,8
202552,203542,24
202552,204483,8
202552,201301,8
202552,201319,8
202552,202510,8
202552,207198,8
202552,201269,8
202552,201284,8
202552,202471,8
202552,203490,8
202552,201344,8
202552,203499,8
202552,203489,8
202552,203544,10
202552,205400,24
202552,206322,24
202552,206323,24
202553,202479,8
202553,202492,8
202553,205352,8
202553,206258,8
202553,208162,8
202553,208163,8
202553,205305,8
202553,202472,8
202553,204428,8
202553,201283,8
202553,204437,8
202553,207212,24
202553,199092,10
202553,202513,24
202553,205306,8
202553,201341,24
202553,202536,24
202553,202556,24
202553,203561,8
202553,203542,24
202553,201301,8
202553,201319,8
202553,201269,8
202553,201284,8
202553,201321,24
202553,202471,8
202553,203490,8
202553,203543,24
202553,203499,8
202553,203489,8
202553,203544,10
202553,205400,24
202553,206322,24
202553,206323,24
195966,195968,10
195966,195978,10
195966,195979,19
195966,196976,10
195966,204474,10
195966,204487,10
195967,195968,10
195967,197002,10
195967,195978,10
195967,195979,19
195967,197969,10
195967,196976,10
195968,197002,10
195968,197003,10
195968,197004,10
195968,206285,8
195968,195978,10
195968,195979,19
195968,197964,10
195968,197969,10
195968,197986,10
195968,197988,10
195968,196976,10
197002,197003,10
197002,197004,10
197002,195978,10
197002,197017,10
197002,205352,8
197002,205353,8
197002,206273,8
197002,195979,19
197002,197952,10
197002,208149,5
197002,209986,5
197002,207196,12
197002,207165,10
197002,208143,10
197002,207181,10
197002,207182,10
197002,207197,12
197002,207211,12
197002,207210,12
197003,195978,10
197003,195979,19
197003,195980,5
197003,197970,5
197003,197988,10
197003,199024,5
197003,197952,10
197003,196976,10
197003,197016,5
197003,197018,5
197003,197019,5
197003,197028,5
197003,198002,5
197003,198003,10
197003,198004,10
197003,198015,10
197003,198016,10
197003,199079,10
197003,199080,10
197003,204474,10
197003,204487,10
197004,195978,10
197004,195979,19
197004,197969,10
197004,196976,10
206285,195978,8
206285,202479,8
206285,202492,8
206285,205352,8
206285,206258,8
206285,206271,8
206285,206273,8
206285,207167,8
206285,208130,8
206285,208131,8
206285,208146,8
206285,209074,24
206285,195979,19
206285,203539,8
206285,204472,8
206285,207185,8
206285,208162,8
206285,208163,8
206285,207168,8
206285,208147,8
206285,202472,8
206285,202530,8
206285,208149,24
206285,201283,8
206285,198003,8
206285,202509,8
206285,203525,8
206285,207212,24
206285,198004,8
206285,198015,8
206285,198016,8
206285,199079,8
206285,199080,8
206285,201245,24
206285,201256,24
206285,201257,24
206285,202508,8
206285,202513,24
206285,207201,24
206285,202533,24
206285,202534,24
206285,203561,8
206285,206272,8
206285,206283,8
206285,202535,24
206285,202551,8
206285,203540,8
206285,203542,24
206285,204483,8
206285,201301,8
206285,201319,8
206285,201269,8
206285,201284,8
206285,202471,8
206285,203490,8
206285,203543,24
206285,201387,9
206285,201388,9
206285,203499,8
206285,202555,24
206285,202593,9
206285,202594,9
206285,202607,9
206285,203489,8
206285,203587,24
206285,203588,24
206285,203589,24
206285,204501,24
206285,205367,24
206285,205368,24
206285,205386,24
206285,206295,24
206285,206304,24
206285,206325,24
206285,206326,24
206285,207183,8
206285,207213,24
206285,207226,24
206285,207227,24
206285,207239,24
206285,207240,24
206285,208196,24
206285,208225,24
194876,202472,9
194876,201269,9
194876,201387,9
194876,201388,9
194876,202594,9
194876,204523,9
194876,205370,9
195978,197964,10
195978,197969,10
195978,197986,10
195978,197988,10
195978,196976,10
197017,197988,10
197017,199066,5
197017,196976,10
197017,197016,5
201220,207196,6
201220,200134,6
201220,200135,6
201220,200159,6
201220,199078,6
201220,199088,6
201220,199092,6
201220,207165,6
201220,208143,6
201220,199105,6
201220,200112,6
201220,200119,6
201220,200126,6
201220,200145,6
201220,201235,6
201220,201246,6
201220,201258,6
201220,201273,6
201220,201288,6
201220,201306,6
201220,200173,6
201220,200174,6
201220,200192,6
201220,200193,6
201220,200207,6
201220,200208,6
201220,201344,6
201220,201360,6
201220,207181,6
201220,207182,6
201220,207197,6
201220,207211,6
201220,207210,6
201220,213454,6
201268,202493,8
201268,205352,8
201268,205353,8
201268,206273,8
201268,197952,10
201268,202530,8
201268,202494,8
201268,202509,8
201268,203541,8
201268,207201,9
201268,203561,8
201268,202551,8
201268,203540,8
201268,201301,8
201268,201319,8
201268,202510,8
201268,207198,8
201268,201284,8
202479,202493,8
202479,203500,8
202479,204438,8
202479,205319,8
202479,205352,8
202479,205353,8
202479,206258,8
202479,206271,8
202479,206273,8
202479,207167,8
202479,199066,8
202479,203539,8
202479,204472,8
202479,208162,8
202479,208163,8
202479,207168,8
202479,205305,8
202479,202472,8
202479,202530,8
202479,199067,8
202479,201283,8
202479,203511,8
202479,203524,8
202479,198003,8
202479,201320,8
202479,202494,8
202479,202509,8
202479,202511,8
202479,203525,8
202479,204437,8
202479,205366,8
202479,206223,8
